Fund,Fund Name,Cash,Department Name,Fund Purpose,Sources of Funds,Eligible Uses,Fund Category,Ending Fund Balance,Assets,Liabilities,Grant Receivable Asset,Other Assets,Current Collected Revenue,Cash Disbursement,Outstanding Commitment,Date Fund Established,Fund Group Name,Fund Type Name,Council File Link,Fund Origin Council File #,Department,Fund Origin Ordinance #,Amending Ordinances,Code Section,Fund Origin Resolution,Amending Resolution,Currently on Budget,Replacement of GF Allowed,Any Overhead Costs Remitted to GF,Overhead Costs Reimbursement Eligibility,Interest to GF,Interest Reversion Eligibility,GF Reversion,Inactive Fund - Close,Contact,Phone,Email
629,Sunland Bl/Appearson Drain Dis,$754.00,Sanitation Non-Departmental - Appropriations to Special Purpose Fund,For street drainage improvement projects in the Sunland Boulevard/Apperson Street Drainage District,Per-acre fees collected pursuant to the establishment of the Sunland Bl and Appearson Drainage District,For construction of the local drainage facilities within the Sunland Bl and Appearson Drainage District Planned Local Drainage Facilities Fund,"Health, Environmental and Sanitation Program",$754.00,$754.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,06/30/1987,Governmental,Special Revenue,,,50,128981,,,,,No,No,No,No,Yes,Not Applicable,No,No,Lisa Mowery,(213) 485-2374,lisa.mowery@lacity.org
643,Mortgage Credit Certificat Fee,$191586.72,Housing and Community Investment Department,"To track funds for the Mortgage Credit Certificate program, and other low-income housing programs",Fees from processing of application for mortgage credit certificate,Approved operating costs of the Mortgage Credit Certification Program and other moderate-income and low-income housing activities and programs,Community Development,$191586.72,$191586.72,$0.00,$0.00,$0.00,$6600.00,$0.00,$0.00,03/23/1994,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=94-0297,94-0297,43,Not Applicable,Not Applicable,Not Applicable,,,No,No,No,No,Yes,Not Applicable,No,No,Lyndon Salvador,(213) 808-8429,lyndon.salvador@lacity.org
645,Fire Saf Imp Assess Dist 1 Adm,$868610.54,City Administrative Officer,For the purposes of receiving the annual administrative assessment payments to pay for trustee fees and expenses incurred in the administration of the District.,Fire Safety Improvements Assessment District No. 1 Assessments,"To pay for trustee fees and expenses incurred in the administration of the District.
Monies in the Fund shall not revert to the Reserve Fund.",Fire Prevention and Emergency Preparedness,$868610.54,$868610.54,$0.00,$0.00,$0.00,$2857.19,$0.00,$0.00,05/20/1994,Fiduciary,Agency,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=94-0634,94-0634,10,169842,,,,,No,No,Yes,Yes,No,No,Yes,No,Jody Yoxsimer,(213) 473-7577,jody.yoxsimer@lacity.org
647,Downtown Prop Owners Mgmt Dist,$1522.36,City Clerk,To collect and disburse assessments for the approved programs and activities of the BID,Assessments levied on real properties located within the District,"To support supplemental programs, services and activities that benefit businesses within the boundaries of the BID",Community Development,$241829.10,$241831.16,$2.06,$0.00,$240308.80,$123502.03,$562573.22,$0.00,07/10/1995,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=94-0866-S2,94-0866-S2,14,170583,,,,,No,No,No,No,No,No,No,No,Miranda Paster,(213) 978-1111,miranda.paster@lacity.org
648,Wilshire Center Bus Imprv Dist,$3685.12,City Clerk,To collect and disburse assessments for the approved programs and activities of the BID,Assessments levied on real properties located within the District,"To support supplemental programs, services and activities that benefit businesses within the boundaries of the BID",Community Development,$191101.16,$191157.31,$56.15,$0.00,$187472.19,$-1986.66,$205905.54,$2548.71,11/15/1995,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=94-1949,94-1949,14,170755,,,,,No,No,No,No,No,No,No,No,Miranda Paster,(213) 978-1111,miranda.paster@lacity.org
649,Infrastructure,$949808.95,Mayor,To track grant funds from the Department of Commerce's Infrastructure Investment Grant Program,Grant funds from the Department of Commerce Economic Development Administration's Infrastructure Investment Grant Program,For infrastructure improvements as designated by grant award,Community Development,$863381.27,$949808.95,$86427.68,$0.00,$0.00,$2315.30,$0.00,$75609.07,11/02/1995,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=94-0082-S79,94-0082-S79,46,,,,,,No,No,No,No,No,No,No,Yes,Alma Lopez,(213) 473-2386,alma.lopez@lacity.org
650,Crime Bill/More,$0.00,Police,To track grant funds from the Department of Justice's COPS MORE Technology/Civilianization Program,Grant from the Department of Justice for their Community Oriented Policing Services (COPS) Program,"For public safety activities, including civilian hirings and a technology fund, as defined by grant award",Law Enforcement,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,02/08/1996,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=06-1987,Jun-87,70,Fund Closed,Fund Closed,Fund Closed,,,No,No,No,,Yes,Not Applicable,No,Yes,Laura Luna,(213) 486-8590,laura.luna@lapd.lacity.org
651,Juvenile Crime Prevention Demo,$77557.78,Economic Development Department,To track grant funds for the Office of Child Abuse Prevention's Juvenile Crime Prevention Program,Grant award from the State of California Office of Child Abuse Prevention,"For child abuse prevention activities as defined by the grant award, aimed at early intervention and community partnerships",Community Development,$77557.78,$77557.78,$0.00,$0.00,$0.00,$189.15,$0.00,$0.00,02/08/1996,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=95-1419,95-1419,22,,,,,,No,No,Yes,Yes,No,No,No,Yes,Catherine Bondoc,(213) 744-9000,catherine.bondoc@lacity.org
654,Operation Abc,$500465.00,Mayor,To track grant funds from the Department of Alcoholic Beverage Control for the Operation ABC Program,Grant from the Department of Alcoholic Beverage Control (ABC) for the Operation ABC Los Angeles program,"To control clusters of disorderly, disruptive liquor outlets in the 77th street area of the LAPD South Bureau and the Foothill area of the Valley Bureau","Health, Environmental and Sanitation Program",$500465.00,$500465.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,02/05/1996,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=95-0096-S2,95-0096-S2,46,Not Applicable,Not Applicable,Not Applicable,,,No,No,No,No,Yes,Not Applicable,No,Yes,Alma Lopez,(213) 473-2386,alma.lopez@lacity.org
655,Transportation Grants Fund,$64650801.77,Transportation,To track grant funds from the MTA and others to implement 20 predetermined transportation projects,"Varies, but historical sources have included federal, State and local grants such as those from MTA and Caltrans.","Varies depending on grant source; generally, for the execution of transportation projects defined by the FY95-96 through '98-99 Transportation Improvement Call for Projects",Transportation,$73656504.19,$375933082.37,$302276578.18,$297336716.44,$13945564.16,$6082803.55,$12252209.39,$31450559.28,03/08/1996,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=95-0526,95-0526,94,,,,,,Yes,No,Yes,Yes,No,No,No,No,William Halverson,(213) 972-5957,william.halverson@lacity.org
658,Comm Fac Dist 3 Silv Oaks Depo,$0.00,City Administrative Officer,"To track funds for Community Facilities District 3, Silver Oaks Area","Developer fees, bond proceeds and on-going special taxes related to the Silver Oaks Project.","All City costs (including consultants) related to the City review, approval and formation of Silver Oaks and the issuance of bonds. Money in the Fund shall not be subject to reversion to the Reserve Fund.",Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,09/25/1995,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=94-2246,94-2246,10,170703,,,,,No,No,No,No,No,No,No,No,Jody Yoxsimer,(213) 473-7577,jody.yoxsimer@lacity.org
659,Business Improvement Trust Fnd,$3193469.72,City Clerk,To provide financial assistance to business groups to help establish a Business Improvement District,Appropriation from the General Fund,"To hire a consultant to assist in establishing a proposed District, conducting public education forums, distributing newsletters, collecting data, establishing a business plan, engineer's report and budget for the proposed District, and any other activities which promote the concept of the proposed District",Community Development,$3194469.72,$3194469.72,$0.00,$0.00,$1000.00,$1415408.58,$103358.14,$239621.72,05/29/1996,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=96-0482,96-0482,14,171094,Not Applicable,Not Applicable,,,Yes,No,No,No,Yes,Not Applicable,No,No,Miranda Paster,(213) 978-1111,miranda.paster@lacity.org
663,D.J.Kulick Youth Demo Proj,$15061.79,Economic Development Department,To track Title IV grant funds for a program to improve the hiring prospects of out-of-school youth.,Job Training Partnership Act (JTPA) Title IV funds for the Donald J. Kulick Youth Demonstration Project,"To expand employment, education and training opportunities for out-of-school youth ages 16-24, including establishment of an alternative high school and a technology laboratory",Community Development,$15061.79,$15061.79,$0.00,$0.00,$0.00,$36.84,$0.00,$0.00,10/01/1996,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=96-0603,96-0603,22,,,,,,No,No,Yes,Yes,No,No,No,No,Catherine Bondoc,(213) 744-9000,catherine.bondoc@lacity.org
664,City/County Collabo Anti-Gang,$617808.62,Mayor,To track DOJ grant funds for COPS Community Law Enforcement and Recovery Program,Grant from the Department of Justice for their Community Oriented Policing Services (COPS) Program,"To supplement the Community Law Enforcement and Recovery Program, a City/County partnership aimed at combating gang violence in Los Angeles",Law Enforcement,$617808.62,$617808.62,$0.00,$0.00,$0.00,$0.00,$0.00,$29854.91,09/03/1996,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=95-1812-S1,95-1812-S1,46,Not Applicable,Not Applicable,Not Applicable,,,No,No,No,No,Yes,Not Applicable,No,Yes,Alma Lopez,(213) 473-2386,alma.lopez@lacity.org
667,Supp Law Enforcement Services,$10913560.25,Mayor,To track County grant funds for police services including anti-gang and community crime prevention,Citizen's Option for Public Safety (COPS) program received from the County,"Funds must be used for direct support of front line municipal police services and must supplement, not supplant, existing resources for such services",Law Enforcement,$10913560.25,$10913560.25,$0.00,$0.00,$0.00,$2860336.51,$0.00,$0.00,10/01/1996,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=96-1844,96-1844,46,Not Applicable,Not Applicable,Not Applicable,,,Yes,No,No,Yes,No,No,No,No,Alma Lopez,(213) 473-2386,alma.lopez@lacity.org
668,Narc Enforcement Surveil Team,$2475162.16,Mayor,To track grant funds for the LAPD's Narcotics Enforcement Surveillance Team Program,Grant award from the California Office of Criminal Justice Planning,"For salaries, equipment purchases and other operating expenses in support of grant goals",Law Enforcement,$2475162.16,$2475162.16,$0.00,$0.00,$0.00,$0.00,$0.00,$8478.93,09/06/1996,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=96-1787,96-1787,46,Not Applicable,Not Applicable,Not Applicable,,,No,No,No,No,Yes,Not Applicable,No,Yes,Alma Lopez,(213) 473-2386,alma.lopez@lacity.org
669,Eda/Mboc-Acbop,$11253.32,Mayor,To track grant funds for the implementation of the MBOC/Alameda Corridor Outreach Program,"Grant award from the US Department of Commerce, Economic Development Administration",To establish the Minority Business Opportunity Committee (MBOC)/Alameda Corridor Business Outreach Program (ACBOP),Law Enforcement,$11253.32,$11253.32,$0.00,$0.00,$0.00,$0.00,$0.00,$1339.46,11/12/1996,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=95-1096-S5,95-1096-S5,46,,,,,,No,No,No,No,Yes,Not Applicable,No,Yes,Alma Lopez,(213) 473-2386,alma.lopez@lacity.org
670,Lapd Revolving Training Fund,$2846589.00,Police,"To cover expenses associated with officer training, including travel, rentals, and equipment",Reimbursements from the State of California Commission on Peace Officer Standards and Training and special service fees for the training of LAPD members,"Payment of travel, per-diem, and tuition related to POST training for law enforcement personnel with POST reimbursable status and non-POST certified training. Also includes the college affiliation program as a source of revenue.",Law Enforcement,$2842768.16,$2846589.00,$3820.84,$0.00,$0.00,$306884.53,$891614.58,$1231767.34,11/25/1996,Governmental,General Fund,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=95-0374,95-0374,70,171378,174756,5.146,,,No,No,No,No,No,No,No,No,Laura Luna,(213) 486-8590,laura.luna@lapd.lacity.org
678,Bradley/Milken Fam Youth Centr,$3537.54,Economic Development Department,To track grant funds to support the operations of the Tom Bradley/Milken Youth and Family Center,Funds were generated from program Income from the South Central LA Multiservice Child Development Center and interest earned on these funds,"For staff, janitorial and maintenance services, an informational kiosk and two passenger vans to support the Youth Center",Community Development,$3537.54,$3537.54,$0.00,$0.00,$0.00,$8.48,$0.00,$0.00,10/31/1996,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=93-0991-S2,93-0991-S2,22,,,,,,No,No,Yes,Yes,No,No,No,No,Catherine Bondoc,(213) 744-9000,catherine.bondoc@lacity.org
679,Earthquake Sec108 Loan Program,$1004.28,Housing and Community Investment Department,To track HUD grant funds to supplement the Earthquake Emergency Loan Program shortfall,US Department of Housing and Urban Development (HUD) Supplemental Grant,To supplement previous HUD loans for Northridge earthquake rehabilitation costs,Community Development,$1004.28,$18862176.41,$18861172.13,$18861172.13,$0.00,$58638.86,$0.00,$0.00,12/30/1996,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=95-0073,95-0073,43,Not Applicable,Not Applicable,Not Applicable,,,No,No,No,No,No,No,No,No,Lyndon Salvador,(213) 808-8429,lyndon.salvador@lacity.org
681,West La Transp Improv & Mitiga,$3989036.65,Transportation,For transportation infrastructure investment and mitigation projects in the Westwood/West LA area,"Deposit of payments of the Transportation Impact Assessment fee, application and appeal fees. Ordinance # 171493.","1. To be used to improve the transportation system within the plan area. 2. To be used for administrative expenses, salaries, traffic surveys/research efforts and traffic studies.   1) Administrative expenses are limited to 5% of the Fund balance each year.  Equipment may be expended directly from the Fund; 2) Regional/subregional Transportation Improvement Account is 54% of the fund; 3) Public Transit/Transportation Demand Management Account-36%; 4) Neighborhood Protection Account-5%.",Transportation,$3989036.65,$3989036.65,$0.00,$0.00,$0.00,$32298.45,$1894294.18,$2301164.95,01/29/1997,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=96-0156,96-0156,94,171493,,"Admin Code, Division 5, Chapter 5, Article 13.6, Sect 5.111.15",,,Yes,No,Yes,Yes,No,No,No,No,William Halverson,(213) 972-5957,william.halverson@lacity.org
